"Data";"Rubrica";"valor"
2000-09-01;"I.1.2    IPI";1603,561231
2000-09-01;"I.1.2.1    IPI - Fumo";170,055544
2000-09-01;"I.1.2.2    IPI - Bebidas";171,19523
2000-09-01;"I.1.2.3    IPI - AutomÃ³veis";232,251906
2000-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";437,58426
2000-09-01;"I.1.2.5    IPI - Outros";592,474291
2000-09-01;"I.1.3    Imposto de Renda";3939,393661
2000-10-01;"I. RECEITA TOTAL";19885,950213442
2000-10-01;"I.1 -  Receita Administrada pela RFB";13655,787054
2000-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";830,513901
2000-10-01;"I.1.2    IPI";1660,597469
2000-10-01;"I.1.2.1    IPI - Fumo";169,361757
2000-10-01;"I.1.2.2    IPI - Bebidas";208,644164
2000-10-01;"I.1.2.3    IPI - AutomÃ³veis";233,743511
2000-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";462,413932
2000-10-01;"I.1.2.5    IPI - Outros";586,434105
2000-10-01;"I.1.3    Imposto de Renda";4090,854882
2000-11-01;"I. RECEITA TOTAL";20029,439571732
2000-11-01;"I.1 -  Receita Administrada pela RFB";14115,759475
2000-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";870,971995
2000-11-01;"I.1.2    IPI";1633,541511
2000-11-01;"I.1.2.1    IPI - Fumo";160,596046
2000-11-01;"I.1.2.2    IPI - Bebidas";161,88452
2000-11-01;"I.1.2.3    IPI - AutomÃ³veis";216,820142
2000-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";497,666815
2000-11-01;"I.1.2.5    IPI - Outros";596,573988
2000-11-01;"I.1.3    Imposto de Renda";4162,153597
2000-12-01;"I. RECEITA TOTAL";25365,708033801
2000-12-01;"I.1 -  Receita Administrada pela RFB";15654,542681
2000-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";785,428174
2000-12-01;"I.1.2    IPI";1833,349108
2000-12-01;"I.1.2.1    IPI - Fumo";180,470881
2000-12-01;"I.1.2.2    IPI - Bebidas";205,286156
2000-12-01;"I.1.2.3    IPI - AutomÃ³veis";292,52822
2000-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";443,473497
2000-12-01;"I.1.2.5    IPI - Outros";711,590354
2000-12-01;"I.1.3    Imposto de Renda";5796,844026
2001-01-01;"I. RECEITA TOTAL";22546,738387341
2001-01-01;"I.1 -  Receita Administrada pela RFB";16203,27195875
2001-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";720,286011
2001-01-01;"I.1.2    IPI";1446,858792
2001-01-01;"I.1.2.1    IPI - Fumo";171,616632
2001-01-01;"I.1.2.2    IPI - Bebidas";209,961693
2001-01-01;"I.1.2.3    IPI - AutomÃ³veis";163,223242
2001-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";361,328037
2001-01-01;"I.1.2.5    IPI - Outros";540,729188
2001-01-01;"I.1.3    Imposto de Renda";6101,644418
2001-02-01;"I. RECEITA TOTAL";18331,6641290205
2001-02-01;"I.1 -  Receita Administrada pela RFB";12283,3554022495
2001-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";593,484804
2001-02-01;"I.1.2    IPI";1470,899598
2001-02-01;"I.1.2.1    IPI - Fumo";181,056603
2001-02-01;"I.1.2.2    IPI - Bebidas";213,997956
2001-02-01;"I.1.2.3    IPI - AutomÃ³veis";225,983195
2001-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";289,438435
2001-02-01;"I.1.2.5    IPI - Outros";560,423409
2001-02-01;"I.1.3    Imposto de Renda";3852,102424
2001-03-01;"I. RECEITA TOTAL";21516,401813981
2001-03-01;"I.1 -  Receita Administrada pela RFB";14080,35749
2001-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";850,101947
2001-03-01;"I.1.2    IPI";1407,014796
2001-03-01;"I.1.2.1    IPI - Fumo";152,028464
2001-03-01;"I.1.2.2    IPI - Bebidas";158,117363
2001-03-01;"I.1.2.3    IPI - AutomÃ³veis";181,811535
2001-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";433,518573
2001-03-01;"I.1.2.5    IPI - Outros";481,538861
2001-03-01;"I.1.3    Imposto de Renda";4779,854158
2001-04-01;"I. RECEITA TOTAL";24456,011186938
2001-04-01;"I.1 -  Receita Administrada pela RFB";15601,02396428
2001-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";757,566621
2001-04-01;"I.1.2    IPI";1677,030399
2001-04-01;"I.1.2.1    IPI - Fumo";176,923864
2001-04-01;"I.1.2.2    IPI - Bebidas";169,676342
2001-04-01;"I.1.2.3    IPI - AutomÃ³veis";274,478434
2001-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";421,177451
2001-04-01;"I.1.2.5    IPI - Outros";634,774308
2001-04-01;"I.1.3    Imposto de Renda";5613,224488
2001-05-01;"I. RECEITA TOTAL";23303,696681801
2001-05-01;"I.1 -  Receita Administrada pela RFB";15115,3586829825
2001-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";868,84656
2001-05-01;"I.1.2    IPI";1645,07644
2001-05-01;"I.1.2.1    IPI - Fumo";152,130702
2001-05-01;"I.1.2.2    IPI - Bebidas";159,214653
2001-05-01;"I.1.2.3    IPI - AutomÃ³veis";260,346967
2001-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";483,443264
2001-05-01;"I.1.2.5    IPI - Outros";589,940854
2001-05-01;"I.1.3    Imposto de Renda";4991,49729
2001-06-01;"I. RECEITA TOTAL";20797,110256591
2001-06-01;"I.1 -  Receita Administrada pela RFB";13997,9479918
2001-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";795,645609
2001-06-01;"I.1.2    IPI";1920,251889
2001-06-01;"I.1.2.1    IPI - Fumo";172,805148
2001-06-01;"I.1.2.2    IPI - Bebidas";147,662335
2001-06-01;"I.1.2.3    IPI - AutomÃ³veis";262,708403
2001-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";422,01541
2001-06-01;"I.1.2.5    IPI - Outros";915,060593
2001-06-01;"I.1.3    Imposto de Renda";4106,509921
2001-07-01;"I. RECEITA TOTAL";21867,606778011
2001-07-01;"I.1 -  Receita Administrada pela RFB";14883,5062761725
2001-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";835,815168
2001-07-01;"I.1.2    IPI";1565,015157
2001-07-01;"I.1.2.1    IPI - Fumo";161,457547
2001-07-01;"I.1.2.2    IPI - Bebidas";153,126498
2001-07-01;"I.1.2.3    IPI - AutomÃ³veis";223,864423
2001-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";420,135083
2001-07-01;"I.1.2.5    IPI - Outros";606,431606
2001-07-01;"I.1.3    Imposto de Renda";4665,394254
2001-08-01;"I. RECEITA TOTAL";22460,778649396
2001-08-01;"I.1 -  Receita Administrada pela RFB";14610,3514129275
2001-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";886,001593
2001-08-01;"I.1.2    IPI";1524,928973
2001-08-01;"I.1.2.1    IPI - Fumo";158,373647
2001-08-01;"I.1.2.2    IPI - Bebidas";144,716221
2001-08-01;"I.1.2.3    IPI - AutomÃ³veis";173,432079
2001-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";444,8647
2001-08-01;"I.1.2.5    IPI - Outros";603,542326
2001-08-01;"I.1.3    Imposto de Renda";4301,488639
2001-09-01;"I. RECEITA TOTAL";21085,1866625091
2001-09-01;"I.1 -  Receita Administrada pela RFB";14451,7146754775
2001-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";717,562313
2001-09-01;"I.1.2    IPI";1507,455587
2001-09-01;"I.1.2.1    IPI - Fumo";176,122922
2001-09-01;"I.1.2.2    IPI - Bebidas";156,07124
2001-09-01;"I.1.2.3    IPI - AutomÃ³veis";179,36547
2001-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";380,133469
2001-09-01;"I.1.2.5    IPI - Outros";615,762486
2001-09-01;"I.1.3    Imposto de Renda";4650,884135
2001-10-01;"I. RECEITA TOTAL";23373,2991331995
2001-10-01;"I.1 -  Receita Administrada pela RFB";16318,6376595
2001-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";823,271651
2001-10-01;"I.1.2    IPI";1569,178188
2001-10-01;"I.1.2.1    IPI - Fumo";180,02398
2001-10-01;"I.1.2.2    IPI - Bebidas";141,219248
2001-10-01;"I.1.2.3    IPI - AutomÃ³veis";154,927769
2001-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";438,024727
2001-10-01;"I.1.2.5    IPI - Outros";654,982464
2001-10-01;"I.1.3    Imposto de Renda";5639,515215
2001-11-01;"I. RECEITA TOTAL";22064,582117953
2001-11-01;"I.1 -  Receita Administrada pela RFB";14833,531401
2001-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";690,936736
2001-11-01;"I.1.2    IPI";1546,387317
2001-11-01;"I.1.2.1    IPI - Fumo";146,943465
2001-11-01;"I.1.2.2    IPI - Bebidas";156,808673
2001-11-01;"I.1.2.3    IPI - AutomÃ³veis";207,737168
2001-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";380,427084
2001-11-01;"I.1.2.5    IPI - Outros";654,470927
2001-11-01;"I.1.3    Imposto de Renda";4655,920457
2001-12-01;"I. RECEITA TOTAL";28638,1053416048
2001-12-01;"I.1 -  Receita Administrada pela RFB";16839,11652801
2001-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";539,509749
2001-12-01;"I.1.2    IPI";1659,353774
2001-12-01;"I.1.2.1    IPI - Fumo";177,319381
2001-12-01;"I.1.2.2    IPI - Bebidas";190,967674
2001-12-01;"I.1.2.3    IPI - AutomÃ³veis";286,761553
2001-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";277,931171
2001-12-01;"I.1.2.5    IPI - Outros";726,373995
2001-12-01;"I.1.3    Imposto de Renda";6688,605451
2002-01-01;"I. RECEITA TOTAL";29078,8628826356
2002-01-01;"I.1 -  Receita Administrada pela RFB";21250,40605
2002-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";563,577863
2002-01-01;"I.1.2    IPI";1352,07306
2002-01-01;"I.1.2.1    IPI - Fumo";157,841301
2002-01-01;"I.1.2.2    IPI - Bebidas";153,917261
2002-01-01;"I.1.2.3    IPI - AutomÃ³veis";167,16966
2002-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";368,368712
2002-01-01;"I.1.2.5    IPI - Outros";504,776126
2002-01-01;"I.1.3    Imposto de Renda";9685,999379
2002-02-01;"I. RECEITA TOTAL";23843,3250172609
2002-02-01;"I.1 -  Receita Administrada pela RFB";16353,331065
2002-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";503,75606
2002-02-01;"I.1.2    IPI";1454,909963
2002-02-01;"I.1.2.1    IPI - Fumo";172,523611
2002-02-01;"I.1.2.2    IPI - Bebidas";164,841233
2002-02-01;"I.1.2.3    IPI - AutomÃ³veis";212,442416
2002-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";315,017518
2002-02-01;"I.1.2.5    IPI - Outros";590,085185
2002-02-01;"I.1.3    Imposto de Renda";6019,284003
2002-03-01;"I. RECEITA TOTAL";23280,3911773254
2002-03-01;"I.1 -  Receita Administrada pela RFB";16290,027951
2002-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";545,216816
2002-03-01;"I.1.2    IPI";1451,384584
2002-03-01;"I.1.2.1    IPI - Fumo";148,561473
2002-03-01;"I.1.2.2    IPI - Bebidas";136,686892
2002-03-01;"I.1.2.3    IPI - AutomÃ³veis";225,747054
2002-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";352,033346
2002-03-01;"I.1.2.5    IPI - Outros";588,355819
2002-03-01;"I.1.3    Imposto de Renda";6201,13586
2002-04-01;"I. RECEITA TOTAL";26673,468910541
2002-04-01;"I.1 -  Receita Administrada pela RFB";18131,549391
2002-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";570,175223
2002-04-01;"I.1.2    IPI";1611,140213
2002-04-01;"I.1.2.1    IPI - Fumo";161,969958
2002-04-01;"I.1.2.2    IPI - Bebidas";162,014799
2002-04-01;"I.1.2.3    IPI - AutomÃ³veis";242,871585
2002-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";363,025792
2002-04-01;"I.1.2.5    IPI - Outros";681,258079
2002-04-01;"I.1.3    Imposto de Renda";7465,806782
2002-05-01;"I. RECEITA TOTAL";24789,003216792
2002-05-01;"I.1 -  Receita Administrada pela RFB";16997,049456
2002-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";577,463759
2002-05-01;"I.1.2    IPI";1508,415139
2002-05-01;"I.1.2.1    IPI - Fumo";149,241645
2002-05-01;"I.1.2.2    IPI - Bebidas";143,271607
2002-05-01;"I.1.2.3    IPI - AutomÃ³veis";230,035994
2002-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";385,964717
2002-05-01;"I.1.2.5    IPI - Outros";599,901176
2002-05-01;"I.1.3    Imposto de Renda";6201,134568
2002-06-01;"I. RECEITA TOTAL";22182,330240221
2002-06-01;"I.1 -  Receita Administrada pela RFB";15272,610615
2002-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";573,190114
2002-06-01;"I.1.2    IPI";1504,63859
2002-06-01;"I.1.2.1    IPI - Fumo";162,082757
2002-06-01;"I.1.2.2    IPI - Bebidas";133,874327
2002-06-01;"I.1.2.3    IPI - AutomÃ³veis";221,333036
2002-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";373,860513
2002-06-01;"I.1.2.5    IPI - Outros";613,487957
2002-06-01;"I.1.3    Imposto de Renda";4750,570761
2002-07-01;"I. RECEITA TOTAL";27003,655185602
2002-07-01;"I.1 -  Receita Administrada pela RFB";18439,437233
2002-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";777,653513
2002-07-01;"I.1.2    IPI";1549,352437
2002-07-01;"I.1.2.1    IPI - Fumo";143,40067
2002-07-01;"I.1.2.2    IPI - Bebidas";140,734665
2002-07-01;"I.1.2.3    IPI - AutomÃ³veis";181,626517
2002-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";487,836286
2002-07-01;"I.1.2.5    IPI - Outros";595,754299
2002-07-01;"I.1.3    Imposto de Renda";6001,207401
2002-08-01;"I. RECEITA TOTAL";23982,41047518
2002-08-01;"I.1 -  Receita Administrada pela RFB";16274,953993
2002-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";754,52316
2002-08-01;"I.1.2    IPI";1503,224649
2002-08-01;"I.1.2.1    IPI - Fumo";153,867745
2002-08-01;"I.1.2.2    IPI - Bebidas";117,3962
2002-08-01;"I.1.2.3    IPI - AutomÃ³veis";195,710528
2002-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";453,587147
2002-08-01;"I.1.2.5    IPI - Outros";582,663029
2002-08-01;"I.1.3    Imposto de Renda";4258,185181
2002-09-01;"I. RECEITA TOTAL";28905,433896081
2002-09-01;"I.1 -  Receita Administrada pela RFB";20958,210436
2002-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";733,200059
2002-09-01;"I.1.2    IPI";1591,496051
2002-09-01;"I.1.2.1    IPI - Fumo";162,29475
2002-09-01;"I.1.2.2    IPI - Bebidas";134,663233
2002-09-01;"I.1.2.3    IPI - AutomÃ³veis";212,145162
2002-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";448,035618
2002-09-01;"I.1.2.5    IPI - Outros";634,357288
2002-09-01;"I.1.3    Imposto de Renda";7771,818957
2002-10-01;"I. RECEITA TOTAL";29822,452486801
2002-10-01;"I.1 -  Receita Administrada pela RFB";20751,86641
2002-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";884,338033
2002-10-01;"I.1.2    IPI";1611,928599
2002-10-01;"I.1.2.1    IPI - Fumo";156,710208
2002-10-01;"I.1.2.2    IPI - Bebidas";144,863359
2002-10-01;"I.1.2.3    IPI - AutomÃ³veis";210,501257
2002-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";509,907855
2002-10-01;"I.1.2.5    IPI - Outros";589,94592
2002-10-01;"I.1.3    Imposto de Renda";7359,695359
2002-11-01;"I. RECEITA TOTAL";26797,560787981
2002-11-01;"I.1 -  Receita Administrada pela RFB";18960,996417
2002-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";763,157968
2002-11-01;"I.1.2    IPI";1571,242496
2002-11-01;"I.1.2.1    IPI - Fumo";155,727461
2002-11-01;"I.1.2.2    IPI - Bebidas";140,703643
2002-11-01;"I.1.2.3    IPI - AutomÃ³veis";223,234401
2002-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";434,342659
2002-11-01;"I.1.2.5    IPI - Outros";617,234332
2002-11-01;"I.1.3    Imposto de Renda";5999,435903
2002-12-01;"I. RECEITA TOTAL";33697,5605831
2002-12-01;"I.1 -  Receita Administrada pela RFB";20220,355891
2002-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";710,313946
2002-12-01;"I.1.2    IPI";1913,059598
2002-12-01;"I.1.2.1    IPI - Fumo";199,151776
2002-12-01;"I.1.2.2    IPI - Bebidas";222,412946
2002-12-01;"I.1.2.3    IPI - AutomÃ³veis";341,11476
2002-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";391,221988
2002-12-01;"I.1.2.5    IPI - Outros";759,158128
2002-12-01;"I.1.3    Imposto de Renda";7258,888324
2003-01-01;"I. RECEITA TOTAL";32258,5185252591
2003-01-01;"I.1 -  Receita Administrada pela RFB";22907,976847
2003-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";731,508515
2003-01-01;"I.1.2    IPI";1343,40829
2003-01-01;"I.1.2.1    IPI - Fumo";148,042368
2003-01-01;"I.1.2.2    IPI - Bebidas";189,264083
2003-01-01;"I.1.2.3    IPI - AutomÃ³veis";114,462841
2003-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";436,180254
2003-01-01;"I.1.2.5    IPI - Outros";455,458744
2003-01-01;"I.1.3    Imposto de Renda";8693,976512
2003-02-01;"I. RECEITA TOTAL";27572,609272251
2003-02-01;"I.1 -  Receita Administrada pela RFB";19049,988518
2003-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";734,815779
2003-02-01;"I.1.2    IPI";1661,059072
2003-02-01;"I.1.2.1    IPI - Fumo";166,484315
2003-02-01;"I.1.2.2    IPI - Bebidas";154,443072
2003-02-01;"I.1.2.3    IPI - AutomÃ³veis";255,326731
2003-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";445,277488
2003-02-01;"I.1.2.5    IPI - Outros";639,527466
2003-02-01;"I.1.3    Imposto de Renda";6838,097485
2003-03-01;"I. RECEITA TOTAL";26120,967216332
2003-03-01;"I.1 -  Receita Administrada pela RFB";18623,026043
2003-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";701,248509
2003-03-01;"I.1.2    IPI";1477,101858
2003-03-01;"I.1.2.1    IPI - Fumo";164,024972
2003-03-01;"I.1.2.2    IPI - Bebidas";175,361086
2003-03-01;"I.1.2.3    IPI - AutomÃ³veis";183,688972
2003-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";383,544641
2003-03-01;"I.1.2.5    IPI - Outros";570,482187
2003-03-01;"I.1.3    Imposto de Renda";6412,019557
2003-04-01;"I. RECEITA TOTAL";31994,296468111
2003-04-01;"I.1 -  Receita Administrada pela RFB";21929,696394
2003-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";674,928328
2003-04-01;"I.1.2    IPI";1480,374724
2003-04-01;"I.1.2.1    IPI - Fumo";163,825396
2003-04-01;"I.1.2.2    IPI - Bebidas";128,213913
2003-04-01;"I.1.2.3    IPI - AutomÃ³veis";259,905295
2003-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";387,977324
2003-04-01;"I.1.2.5    IPI - Outros";540,452796
2003-04-01;"I.1.3    Imposto de Renda";8886,701517
2003-05-01;"I. RECEITA TOTAL";29444,973948371
2003-05-01;"I.1 -  Receita Administrada pela RFB";20838,100402
2003-05-01;"I.1.1    Imposto de ImportaÃ§Ã£o";620,936826
2003-05-01;"I.1.2    IPI";1394,012399
2003-05-01;"I.1.2.1    IPI - Fumo";156,474567
2003-05-01;"I.1.2.2    IPI - Bebidas";173,297932
2003-05-01;"I.1.2.3    IPI - AutomÃ³veis";207,767104
2003-05-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";327,759593
2003-05-01;"I.1.2.5    IPI - Outros";528,713203
2003-05-01;"I.1.3    Imposto de Renda";8135,109267
2003-06-01;"I. RECEITA TOTAL";24988,33179602
2003-06-01;"I.1 -  Receita Administrada pela RFB";17025,4518
2003-06-01;"I.1.1    Imposto de ImportaÃ§Ã£o";589,180201
2003-06-01;"I.1.2    IPI";1348,099486
2003-06-01;"I.1.2.1    IPI - Fumo";167,306391
2003-06-01;"I.1.2.2    IPI - Bebidas";147,788379
2003-06-01;"I.1.2.3    IPI - AutomÃ³veis";201,168008
2003-06-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";317,77616
2003-06-01;"I.1.2.5    IPI - Outros";514,060548
2003-06-01;"I.1.3    Imposto de Renda";4843,676253
2003-07-01;"I. RECEITA TOTAL";29460,649527631
2003-07-01;"I.1 -  Receita Administrada pela RFB";20122,689174
2003-07-01;"I.1.1    Imposto de ImportaÃ§Ã£o";672,080567
2003-07-01;"I.1.2    IPI";1322,419494
2003-07-01;"I.1.2.1    IPI - Fumo";150,91668
2003-07-01;"I.1.2.2    IPI - Bebidas";127,787968
2003-07-01;"I.1.2.3    IPI - AutomÃ³veis";187,029261
2003-07-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";345,024478
2003-07-01;"I.1.2.5    IPI - Outros";511,661107
2003-07-01;"I.1.3    Imposto de Renda";6909,418667
2003-08-01;"I. RECEITA TOTAL";28122,312656841
2003-08-01;"I.1 -  Receita Administrada pela RFB";18134,039376
2003-08-01;"I.1.1    Imposto de ImportaÃ§Ã£o";633,480254
2003-08-01;"I.1.2    IPI";1422,090649
2003-08-01;"I.1.2.1    IPI - Fumo";178,38078
2003-08-01;"I.1.2.2    IPI - Bebidas";133,23266
2003-08-01;"I.1.2.3    IPI - AutomÃ³veis";166,305558
2003-08-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";330,220228
2003-08-01;"I.1.2.5    IPI - Outros";613,951423
2003-08-01;"I.1.3    Imposto de Renda";5674,327687
2003-09-01;"I. RECEITA TOTAL";28050,11629802
2003-09-01;"I.1 -  Receita Administrada pela RFB";19160,062806
2003-09-01;"I.1.1    Imposto de ImportaÃ§Ã£o";741,465467
2003-09-01;"I.1.2    IPI";1383,435095
2003-09-01;"I.1.2.1    IPI - Fumo";157,58482
2003-09-01;"I.1.2.2    IPI - Bebidas";141,598387
2003-09-01;"I.1.2.3    IPI - AutomÃ³veis";158,338494
2003-09-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";415,357726
2003-09-01;"I.1.2.5    IPI - Outros";510,555668
2003-09-01;"I.1.3    Imposto de Renda";6169,436383
2003-10-01;"I. RECEITA TOTAL";31624,766169032
2003-10-01;"I.1 -  Receita Administrada pela RFB";21544,909898
2003-10-01;"I.1.1    Imposto de ImportaÃ§Ã£o";701,126135
2003-10-01;"I.1.2    IPI";1487,728853
2003-10-01;"I.1.2.1    IPI - Fumo";154,955015
2003-10-01;"I.1.2.2    IPI - Bebidas";145,755668
2003-10-01;"I.1.2.3    IPI - AutomÃ³veis";146,917703
2003-10-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";405,236837
2003-10-01;"I.1.2.5    IPI - Outros";634,86363
2003-10-01;"I.1.3    Imposto de Renda";7352,659131
2003-11-01;"I. RECEITA TOTAL";29664,78504638
2003-11-01;"I.1 -  Receita Administrada pela RFB";21025,265234
2003-11-01;"I.1.1    Imposto de ImportaÃ§Ã£o";672,263459
2003-11-01;"I.1.2    IPI";1665,180168
2003-11-01;"I.1.2.1    IPI - Fumo";190,949759
2003-11-01;"I.1.2.2    IPI - Bebidas";142,132253
2003-11-01;"I.1.2.3    IPI - AutomÃ³veis";194,377062
2003-11-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";385,141379
2003-11-01;"I.1.2.5    IPI - Outros";752,579715
2003-11-01;"I.1.3    Imposto de Renda";6693,700888
2003-12-01;"I. RECEITA TOTAL";36829,207952452
2003-12-01;"I.1 -  Receita Administrada pela RFB";22508,152431
2003-12-01;"I.1.1    Imposto de ImportaÃ§Ã£o";661,715611
2003-12-01;"I.1.2    IPI";1889,877693
2003-12-01;"I.1.2.1    IPI - Fumo";194,588671
2003-12-01;"I.1.2.2    IPI - Bebidas";240,655422
2003-12-01;"I.1.2.3    IPI - AutomÃ³veis";238,287726
2003-12-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";382,946704
2003-12-01;"I.1.2.5    IPI - Outros";833,39917
2003-12-01;"I.1.3    Imposto de Renda";7015,392761
2004-01-01;"I. RECEITA TOTAL";34632,4998639946
2004-01-01;"I.1 -  Receita Administrada pela RFB";25357,924948615
2004-01-01;"I.1.1    Imposto de ImportaÃ§Ã£o";620,787833
2004-01-01;"I.1.2    IPI";1313,735333
2004-01-01;"I.1.2.1    IPI - Fumo";181,753935
2004-01-01;"I.1.2.2    IPI - Bebidas";184,206926
2004-01-01;"I.1.2.3    IPI - AutomÃ³veis";132,658346
2004-01-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";347,578279
2004-01-01;"I.1.2.5    IPI - Outros";467,537847
2004-01-01;"I.1.3    Imposto de Renda";9767,748543
2004-02-01;"I. RECEITA TOTAL";31399,7982778558
2004-02-01;"I.1 -  Receita Administrada pela RFB";21364,384323175
2004-02-01;"I.1.1    Imposto de ImportaÃ§Ã£o";527,20425
2004-02-01;"I.1.2    IPI";1643,211115
2004-02-01;"I.1.2.1    IPI - Fumo";247,504518
2004-02-01;"I.1.2.2    IPI - Bebidas";178,759208
2004-02-01;"I.1.2.3    IPI - AutomÃ³veis";228,239104
2004-02-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";291,202257
2004-02-01;"I.1.2.5    IPI - Outros";697,506028
2004-02-01;"I.1.3    Imposto de Renda";7384,303336
2004-03-01;"I. RECEITA TOTAL";32900,9072120433
2004-03-01;"I.1 -  Receita Administrada pela RFB";22639,511626165
2004-03-01;"I.1.1    Imposto de ImportaÃ§Ã£o";764,904327
2004-03-01;"I.1.2    IPI";1613,710566
2004-03-01;"I.1.2.1    IPI - Fumo";136,847322
2004-03-01;"I.1.2.2    IPI - Bebidas";130,066181
2004-03-01;"I.1.2.3    IPI - AutomÃ³veis";221,180012
2004-03-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";441,601603
2004-03-01;"I.1.2.5    IPI - Outros";684,015448
2004-03-01;"I.1.3    Imposto de Renda";7798,321972
2004-04-01;"I. RECEITA TOTAL";34848,3787103991
2004-04-01;"I.1 -  Receita Administrada pela RFB";24358,040748045
2004-04-01;"I.1.1    Imposto de ImportaÃ§Ã£o";748,096208
2004-04-01;"I.1.2    IPI";1786,286535
2004-04-01;"I.1.2.1    IPI - Fumo";185,114914
2004-04-01;"I.1.2.2    IPI - Bebidas";172,559927
2004-04-01;"I.1.2.3    IPI - AutomÃ³veis";273,630253
2004-04-01;"I.1.2.4    IPI - Vinculado a importaÃ§Ã£o";443,379766
2004-04-01;"I.1.2.5    IPI - Outros";711,601675
